,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
14,phyzique-woodside-2,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.7440337, 'longitude': -73.9147427}",(718) 507-4228,7959.318090914194,mlIJ4wJjbLf368qsYUZYAg,https://s3-media1.fl.yelpcdn.com/bphoto/XIe4Y10SBo34wxRJu2R53g/o.jpg,False,"{'address1': '43-12 50th St', 'address2': None, 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['43-12 50th St', 'Woodside, NY 11377']}",Phyzique,+17185074228,,4.0,78,[],https://www.yelp.com/biz/phyzique-woodside-2?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
15,manhattan-athletic-club-brooklyn-brooklyn,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'pilates', 'title': 'Pilates'}]","{'latitude': 40.69165, 'longitude': -73.985733}",(718) 852-8820,1695.1546080525204,cyaM9MzkPFnyaYJTSqwN3Q,https://s3-media4.fl.yelpcdn.com/bphoto/nsKnkK9Zb1j3N6ieqQYfOg/o.jpg,False,"{'address1': '384 Bridge St', 'address2': '5th FL', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['384 Bridge St', '5th FL', 'Brooklyn, NY 11201']}",Manhattan Athletic Club - Brooklyn,+17188528820,,4.5,14,[],https://www.yelp.com/biz/manhattan-athletic-club-brooklyn-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
16,club-fitness-astoria,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.7619132846594, 'longitude': -73.9251451939344}",(718) 545-0004,8581.209258850826,-uAxF-r3Uyd1yJbWM0QPgQ,https://s3-media2.fl.yelpcdn.com/bphoto/JCjlTniZ-CBuLfr6IQ_TCA/o.jpg,False,"{'address1': '31-11 Broadway', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['31-11 Broadway', 'Astoria, NY 11106']}",Club Fitness,+17185450004,,3.5,204,[],https://www.yelp.com/biz/club-fitness-astoria?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
17,big-six-fitness-woodside,"[{'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.74089, 'longitude': -73.9037}",(718) 426-9000,8589.762381842269,WDfNFPBzQyG8eIcp0EEX4A,https://s3-media1.fl.yelpcdn.com/bphoto/TZR8IxvxO0_Q8khpoggijA/o.jpg,False,"{'address1': '61-10 Queens Blvd 2nd', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['61-10 Queens Blvd 2nd', 'Woodside, NY 11377']}",Big Six Fitness,+17184269000,,4.0,59,[],https://www.yelp.com/biz/big-six-fitness-woodside?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
18,richies-gym-brooklyn-3,"[{'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.698703, 'longitude': -73.933639}",(718) 666-4485,5167.63285534296,BhbJPzSKo1ZqktbndgS2ug,https://s3-media3.fl.yelpcdn.com/bphoto/k4jx-t04wUhzkQtH1J9gCw/o.jpg,False,"{'address1': '6 Stanwix St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['6 Stanwix St', 'Brooklyn, NY 11206']}",Richie's Gym,+17186664485,,4.0,50,[],https://www.yelp.com/biz/richies-gym-brooklyn-3?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
19,bowery-crossfit-new-york,"[{'alias': 'intervaltraininggyms', 'title': 'Interval Training Gyms'}]","{'latitude': 40.7176199, 'longitude': -73.99249}",(516) 725-5032,1348.6324758108813,UR4cr_OXx5wl-I6hNqr_SA,https://s3-media4.fl.yelpcdn.com/bphoto/4JfxQUmENrF5X0WycpoBvA/o.jpg,False,"{'address1': '285 Grand St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['285 Grand St', 'New York, NY 10002']}",Bowery CrossFit,+15167255032,,5.0,37,[],https://www.yelp.com/biz/bowery-crossfit-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
20,elite-gym-brooklyn,"[{'alias': 'intervaltraininggyms', 'title': 'Interval Training Gyms'}]","{'latitude': 40.6382163025655, 'longitude': -73.9689479993584}",(347) 529-7489,7775.062214918583,h9a4ncyrFUtvZ_oqatExMQ,https://s3-media1.fl.yelpcdn.com/bphoto/9PpI6GXMLtt32ri3-r5FHw/o.jpg,False,"{'address1': '782 Coney Island Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11218', 'country': 'US', 'state': 'NY', 'display_address': ['782 Coney Island Ave', 'Brooklyn, NY 11218']}",Elite Gym,+13475297489,,4.0,15,[],https://www.yelp.com/biz/elite-gym-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
21,chelsea-piers-fitness-manhattan-new-york,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'swimmingpools', 'title': 'Swimming Pools'}, {'alias': 'sports_clubs', 'title': 'Sports Clubs'}]","{'latitude': 40.7464847863704, 'longitude': -74.0092921257019}",(212) 336-6000,4735.225632863581,YMceMR-Hk_Vq5vbUGoetrQ,https://s3-media1.fl.yelpcdn.com/bphoto/ryHn4_WQ_JnbcsP36P6lIw/o.jpg,False,"{'address1': '60 Chelsea Piers', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['60 Chelsea Piers', 'New York, NY 10011']}",Chelsea Piers Fitness,+12123366000,,4.5,155,[],https://www.yelp.com/biz/chelsea-piers-fitness-manhattan-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
22,befitnyc-new-york,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'cardioclasses', 'title': 'Cardio Classes'}]","{'latitude': 40.799915, 'longitude': -73.967651}",(646) 666-0978,10742.587400820526,oAwyvQiSWGoGY9ksh4yQRw,https://s3-media2.fl.yelpcdn.com/bphoto/vHNoppd606cQ05CnF6Eugg/o.jpg,False,"{'address1': '2726 Broadway', 'address2': 'Fl 2', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['2726 Broadway', 'Fl 2', 'New York, NY 10025']}",befitnyc,+16466660978,,4.5,24,[],https://www.yelp.com/biz/befitnyc-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
23,fitness-gallery-brooklyn,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'intervaltraininggyms', 'title': 'Interval Training Gyms'}]","{'latitude': 40.5954036, 'longitude': -73.9545082}",(718) 676-2144,12688.005510519086,EvEr9uDvg8hUQ5k86alH9g,https://s3-media2.fl.yelpcdn.com/bphoto/7XE2srrUKY0HbZ0ujkRz7w/o.jpg,False,"{'address1': '1601 Gravesend Neck Rd', 'address2': 'Fl 2', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['1601 Gravesend Neck Rd', 'Fl 2', 'Brooklyn, NY 11229']}",Fitness Gallery,+17186762144,,4.5,20,[],https://www.yelp.com/biz/fitness-gallery-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
24,base-jersey-city,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'bootcamps', 'title': 'Boot Camps'}, {'alias': 'yoga', 'title': 'Yoga'}]","{'latitude': 40.719026774168, 'longitude': -74.0411721915007}",(201) 332-2866,4088.993401600293,M_6BIcBpJkMw_ctQa203-A,https://s3-media1.fl.yelpcdn.com/bphoto/aoy9drAMxQH9ayCGL-AeBA/o.jpg,False,"{'address1': '60 Christopher Columbus Dr', 'address2': None, 'address3': '', 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['60 Christopher Columbus Dr', 'Jersey City, NJ 07302']}",Base,+12013322866,,4.0,114,[],https://www.yelp.com/biz/base-jersey-city?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
25,greys-gym-brooklyn,"[{'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.688114, 'longitude': -73.965438}",(929) 295-9797,3105.920091240061,5-lxpusTcL7mDzYAgzme2Q,https://s3-media1.fl.yelpcdn.com/bphoto/9tHBxaAnfX5qdSLOLnU2rw/o.jpg,False,"{'address1': '351 Washington Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['351 Washington Ave', 'Brooklyn, NY 11238']}",Greys Gym,+19292959797,,4.5,7,[],https://www.yelp.com/biz/greys-gym-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
26,new-york-underground-fitness-new-york,"[{'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.76845, 'longitude': -73.9873999}",(212) 957-4781,7026.779843194248,7Z5rID_xwYPRO7m7NjiVLw,https://s3-media2.fl.yelpcdn.com/bphoto/gHPu_HkgftaL2IbAfBj04w/o.jpg,False,"{'address1': '440 W 57th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['440 W 57th St', 'New York, NY 10019']}",New York Underground Fitness,+12129574781,,5.0,15,[],https://www.yelp.com/biz/new-york-underground-fitness-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
27,the-training-lab-new-york,"[{'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.75079, 'longitude': -73.9848}",(212) 736-5400,5115.857572417781,qoR3W44r2hjAF7nGb2GFNw,https://s3-media1.fl.yelpcdn.com/bphoto/hF35HDiuMKz56vedgatvAA/o.jpg,False,"{'address1': '28 W 37th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['28 W 37th St', 'New York, NY 10018']}",The Training Lab,+12127365400,,5.0,37,[],https://www.yelp.com/biz/the-training-lab-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
28,hit-factory-brooklyn-brooklyn,"[{'alias': 'martialarts', 'title': 'Martial Arts'}, {'alias': 'cyclingclasses', 'title': 'Cycling Classes'}, {'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.628189, 'longitude': -74.029441}",(718) 833-9000,9081.017277763944,OByVfWSCLevMPA3iKwMQbw,https://s3-media4.fl.yelpcdn.com/bphoto/HbIfDPTNk2HM2W6KzOatIg/o.jpg,False,"{'address1': '7914 3rd Ave', 'address2': 'Fl 2', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['7914 3rd Ave', 'Fl 2', 'Brooklyn, NY 11209']}",Hit Factory Brooklyn,+17188339000,,5.0,13,[],https://www.yelp.com/biz/hit-factory-brooklyn-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
29,blink-fitness-boerum-hill-brooklyn,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.688749, 'longitude': -73.990533}",(347) 991-8701,1883.3634489486992,Nv_FGjrROj3RdCwYrIV_MQ,https://s3-media3.fl.yelpcdn.com/bphoto/2Qx85K2YMHjk1-MgM38uxA/o.jpg,False,"{'address1': '252 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['252 Atlantic Ave', 'Brooklyn, NY 11201']}",Blink Fitness - Boerum Hill,+13479918701,,3.5,58,[],https://www.yelp.com/biz/blink-fitness-boerum-hill-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
30,crunch-fitness-fidi-new-york,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.70865, 'longitude': -74.01011}",(212) 308-5824,1378.9107750575292,Xpi_GKjAuZsJbZfP4S9Fmw,https://s3-media2.fl.yelpcdn.com/bphoto/Pp-o7PvkdpbPed7_hcBHcg/o.jpg,False,"{'address1': '140 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['140 Broadway', 'New York, NY 10005']}",Crunch Fitness - FiDi,+12123085824,,4.0,21,[],https://www.yelp.com/biz/crunch-fitness-fidi-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
